network:,mlp,depth,3,Loss:CrossEntropy,Dataset:,mnist,Optimizer:,dngd,LearningRate:,0.01,BatchSize:,128,EpochRange:,100
Epoch,Train_Loss,Train_Accuracy,Train_Time
1,1.1050502615951017,81.26166666666667,20.3
2,0.7783432501211349,92.14166666666667,39.8
3,0.7153471657462211,94.305,59.7
4,0.6784976821210085,95.50333333333333,79.9
5,0.6554039751034556,96.23333333333333,100.5
6,0.6389553363897653,96.76666666666667,120.6
7,0.6270816462126367,97.14833333333333,140.9
8,0.617894098956956,97.53,160.9
9,0.6107174688056588,97.64833333333333,181.1
10,0.605136713747785,97.9,200.7
11,0.5998366890685645,98.07333333333334,220.9
12,0.5956878034290729,98.175,240.3
13,0.5920874953015781,98.27,259.8
14,0.588777979935156,98.39166666666667,279.7
15,0.5861509541458667,98.43833333333333,299.7
16,0.5834811631042057,98.54,319.8
17,0.5813264679044549,98.62833333333333,340.1
18,0.5792976907575562,98.66,360.2
19,0.5772863546414162,98.755,380.6
20,0.5756886168075269,98.78833333333333,400.8
21,0.5742309999618449,98.825,420.4
22,0.5728269321069535,98.89166666666667,439.7
23,0.571586235245662,98.91333333333333,460.3
24,0.5704284452680332,98.935,482.2
25,0.569221842390642,98.99,502.4
26,0.5683279512787679,98.99833333333333,522.2
27,0.5671301058360508,99.06,542.7
28,0.5663111387793698,99.07666666666667,563.0
29,0.5654670155124624,99.08166666666666,583.0
30,0.564807334434249,99.12666666666667,603.0
31,0.5639195024077572,99.14166666666667,623.4
32,0.5630462788569648,99.19833333333334,643.4
33,0.56241285572174,99.20333333333333,663.5
34,0.5616795352018719,99.20666666666666,683.8
35,0.5611596896704326,99.23833333333333,704.1
36,0.5604100623872997,99.29166666666667,724.6
37,0.5600284641739656,99.25833333333334,745.5
38,0.5593653475043616,99.3,766.1
39,0.5589750337956557,99.32,786.8
40,0.5584646735364186,99.31833333333333,807.4
41,0.5580386197897417,99.315,829.0
42,0.5573345130440522,99.33833333333334,849.4
43,0.5571392268768506,99.36333333333333,870.4
44,0.5565728041917276,99.35166666666667,890.9
45,0.5561906199719606,99.385,911.0
46,0.5558774065869704,99.38666666666667,931.8
47,0.5555271301696549,99.39333333333333,951.8
48,0.5552895391927853,99.40333333333334,971.2
49,0.5548528305757274,99.42,990.3
50,0.554487765852068,99.415,1010.1
51,0.554287448874923,99.41333333333333,1029.8
52,0.5539854132036156,99.43666666666667,1049.6
53,0.5536521724038033,99.455,1069.2
54,0.5532825739144771,99.46666666666667,1089.3
55,0.55305266914083,99.44833333333334,1109.1
56,0.5527952384592881,99.48333333333333,1130.3
57,0.5525412729808262,99.46333333333334,1150.0
58,0.5523125327218061,99.495,1169.7
59,0.5521455015709151,99.48666666666666,1189.1
60,0.5518274368253598,99.49166666666666,1208.9
61,0.5516705613400636,99.50833333333334,1228.8
62,0.5514110451313987,99.51166666666667,1248.1
63,0.5512395450301262,99.51333333333334,1267.8
64,0.5509884642131293,99.54,1287.6
65,0.5508438775788492,99.51833333333333,1308.1
66,0.5507113609486806,99.53,1327.8
67,0.5504865840808161,99.53666666666666,1347.9
68,0.5503879021734063,99.53666666666666,1367.8
69,0.5502667183052502,99.53166666666667,1387.3
70,0.5501357824055116,99.53666666666666,1406.9
71,0.5499762184838496,99.535,1426.9
72,0.549848814000453,99.55666666666667,1447.4
73,0.5496920607745774,99.56166666666667,1466.8
74,0.5495868345567667,99.555,1487.1
75,0.5494515185417143,99.56166666666667,1507.0
76,0.5493278683884057,99.55666666666667,1527.0
77,0.5492041698142663,99.56833333333333,1547.8
78,0.5491089820861816,99.57166666666667,1567.8
79,0.5490188186865117,99.56833333333333,1587.6
80,0.5489611920517391,99.57166666666667,1609.2
81,0.5488515421271578,99.57833333333333,1630.7
82,0.54879733799363,99.58833333333334,1651.6
83,0.5487067545654931,99.57166666666667,1672.4
84,0.5486391593398315,99.585,1692.8
85,0.548591094865982,99.58,1713.4
86,0.5485120744847539,99.59166666666667,1734.0
87,0.5484763441055314,99.59333333333333,1754.2
88,0.5484072266102854,99.59,1774.7
89,0.5483617811823196,99.6,1794.7
90,0.5483081734765058,99.59833333333333,1814.8
91,0.5482703913757796,99.59833333333333,1834.7
92,0.5482333138553318,99.59666666666666,1853.9
93,0.5482088599377858,99.6,1872.9
94,0.5481724792452001,99.59833333333333,1891.7
95,0.5481595813846791,99.60333333333334,1909.5
96,0.5481347770833257,99.605,1928.5
97,0.5481242012621751,99.605,1947.2
98,0.5481010093363617,99.605,1966.2
99,0.5481092684558714,99.605,1985.0
100,0.548084428823833,99.605,2003.6
